72:72:0.0:b'password#STA:TxTest;TM:1556949025;DISK:7194608.43;PPT:59.6;SQ:16.NET:1#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221175;DISK:7171084.43;PPT:57.5;SQ:16.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221196;DISK:7171072.43;PPT:59.1;SQ:16.;NET:17#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221224;DISK:7171068.43;PPT:58.;SQ:15.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221244;DISK:7171064.43;PPT:56.9;SQ:15.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221273;DISK:7171056.43;PPT:58.5;SQ:15.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557221312;DISK:7171044.43;PPT:59.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221337;DISK:7171036.43;PPT:59.1;SQ:15.;NET:1#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557221363;DISK:7171028.43;PPT:58.;SQ:15.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221383;DISK:7171024.43;PPT:58.5;SQ:15.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221411;DISK:7171016.43;PPT:59.1;SQ:15.;NET:4#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221430;DISK:7171012.43;PPT:58.;SQ:15.;NET:10#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221458;DISK:7171008.43;PPT:58.5;SQ:15.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221478;DISK:7170996.43;PPT:58.5;SQ:15.;NET:30#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221507;DISK:7170992.43;PPT:58.;SQ:15.;NET:40#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221528;DISK:7170984.43;PPT:58.;SQ:15.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221556;DISK:7170976.43;PPT:58.5;SQ:16.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221576;DISK:7170972.43;PPT:56.9;SQ:16.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221605;DISK:7170960.43;PPT:58.5;SQ:15.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221626;DISK:7170948.43;PPT:58.5;SQ:15.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221653;DISK:7170944.43;PPT:58.5;SQ:15.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221673;DISK:7170936.43;PPT:58.5;SQ:15.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221702;DISK:7170932.43;PPT:58.5;SQ:15.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221722;DISK:7170928.43;PPT:58.5;SQ:15.;NET:13#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221750;DISK:7170920.43;PPT:58.;SQ:15.;NET:23#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221769;DISK:7170916.43;PPT:58.;SQ:16.;NET:33#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221798;DISK:7170908.43;PPT:58.;SQ:15.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221819;DISK:7170900.43;PPT:58.5;SQ:15.;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221846;DISK:7170896.43;PPT:57.5;SQ:15.;NET:24#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221866;DISK:7170892.43;PPT:58.;SQ:15.;NET:34#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221895;DISK:7170884.43;PPT:58.;SQ:15.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221915;DISK:7170880.43;PPT:58.5;SQ:16.;NET:15#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221943;DISK:7170868.43;PPT:58.;SQ:15.;NET:25#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557221963;DISK:7170860.43;PPT:58.;SQ:15.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557221992;DISK:7170856.43;PPT:59.1;SQ:13.;NET:45#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222012;DISK:7170844.43;PPT:58.;SQ:13.;NET:16#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222040;DISK:7170840.43;PPT:58.;SQ:15.;NET:26#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222060;DISK:7170836.43;PPT:58.;SQ:15.;NET:36#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222089;DISK:7170824.43;PPT:58.5;SQ:15.;NET:46#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222110;DISK:7170816.43;PPT:58.;SQ:16.;NET:17#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222137;DISK:7170812.43;PPT:58.;SQ:15.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222157;DISK:7170804.43;PPT:58.5;SQ:15.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222186;DISK:7170800.43;PPT:58.5;SQ:15.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557222226;DISK:7170788.43;PPT:59.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222250;DISK:7170788.43;PPT:59.1;SQ:15.;NET:1#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557222277;DISK:7170772.43;PPT:58.;SQ:15.;NET:2#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557222296;DISK:7170768.43;PPT:58.;SQ:16.;NET:3#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222324;DISK:7170764.43;PPT:58.5;SQ:15.;NET:4#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222344;DISK:7170756.43;PPT:58.;SQ:15.;NET:10#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222372;DISK:7170752.43;PPT:58.;SQ:15.;NET:20#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222392;DISK:7170744.43;PPT:58.5;SQ:15.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222421;DISK:7170736.43;PPT:58.5;SQ:15.;NET:40#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222442;DISK:7170732.43;PPT:58.;SQ:15.;NET:11#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222470;DISK:7170728.43;PPT:57.5;SQ:15.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222489;DISK:7170716.43;PPT:58.5;SQ:15.;NET:31#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222518;DISK:7170712.43;PPT:58.;SQ:15.;NET:41#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222538;DISK:7170704.43;PPT:58.5;SQ:16.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222566;DISK:7170692.43;PPT:57.5;SQ:15.;NET:22#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222586;DISK:7170688.43;PPT:58.;SQ:15.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222615;DISK:7170684.43;PPT:57.5;SQ:15.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222636;DISK:7170676.43;PPT:56.9;SQ:15.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222664;DISK:7170664.43;PPT:58.5;SQ:16.;NET:23#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222684;DISK:7170660.43;PPT:58.5;SQ:16.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222712;DISK:7170648.43;PPT:56.9;SQ:16.;NET:43#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222733;DISK:7170644.43;PPT:58.;SQ:15.;NET:14#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222761;DISK:7170636.43;PPT:58.;SQ:15.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222781;DISK:7170632.43;PPT:59.1;SQ:15.;NET:34#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222810;DISK:7170628.43;PPT:58.;SQ:15.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222830;DISK:7170620.43;PPT:57.5;SQ:15.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222859;DISK:7170616.43;PPT:56.9;SQ:15.;NET:25#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222879;DISK:7170604.43;PPT:58.;SQ:15.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222907;DISK:7170596.43;PPT:56.9;SQ:15.;NET:45#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557222928;DISK:7170592.43;PPT:56.9;SQ:15.;NET:16#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222956;DISK:7170588.43;PPT:58.;SQ:15.;NET:26#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557222976;DISK:7170580.43;PPT:58.;SQ:15.;NET:36#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223005;DISK:7170576.43;PPT:58.;SQ:15.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223026;DISK:7170560.43;PPT:56.9;SQ:15.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223054;DISK:7170556.43;PPT:56.9;SQ:15.;NET:27#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223074;DISK:7170552.43;PPT:56.9;SQ:15.;NET:37#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223103;DISK:7170544.43;PPT:58.5;SQ:15.;NET:47#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557223143;DISK:7170536.43;PPT:59.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223166;DISK:7170532.43;PPT:60.1;SQ:16.;NET:1#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557223193;DISK:7170524.43;PPT:58.;SQ:15.;NET:2#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557223212;DISK:7170520.43;PPT:58.;SQ:15.;NET:3#\n'
41:41:0.0:b'password#STA:TxTest;TM:1557223241;NET:4#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557223262;NET:10#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223293;DISK:7170492.43;PPT:58.;SQ:15.;NET:30#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557223293;SQ:15.;NET:40#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223344;DISK:7170472.43;PPT:56.9;SQ:15.;NET:10#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223373;DISK:7170468.43;PPT:58.;SQ:14.;NET:21#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223394;DISK:7170460.43;PPT:58.;SQ:15.;NET:31#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557223424;NET:41#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557223446;NET:12#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557223475;NET:22#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223496;DISK:7170428.43;PPT:58.;SQ:15.;NET:32#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223528;DISK:7170416.43;PPT:58.;SQ:15.;NET:13#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557223527;SQ:14.;NET:41#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557223577;SQ:15.;NET:33#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223608;DISK:7170392.43;PPT:58.;SQ:15.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223630;DISK:7170388.43;PPT:58.5;SQ:15.;NET:14#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557223657;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223678;DISK:7170376.43;PPT:58.5;SQ:15.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223707;DISK:7170368.43;PPT:57.5;SQ:15.;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223729;DISK:7170360.43;PPT:56.9;SQ:15.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223758;DISK:7170356.43;PPT:58.5;SQ:14.;NET:25#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223779;DISK:7170344.43;PPT:56.9;SQ:15.;NET:35#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223809;DISK:7170336.43;PPT:58.5;SQ:15.;NET:45#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223831;DISK:7170328.43;PPT:58.;SQ:14.;NET:43#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557223852;NET:14#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223881;DISK:7170316.43;PPT:57.5;SQ:15.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223902;DISK:7170308.43;PPT:56.9;SQ:14.;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223924;DISK:7170300.43;PPT:58.5;SQ:15.;NET:34#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557223953;DISK:7170292.43;PPT:58.;SQ:15.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557223980;DISK:7170288.43;PPT:57.5;SQ:15.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224010;DISK:7170276.43;PPT:56.9;SQ:15.;NET:37#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557224058;DISK:7169956.43;PPT:65.5;NET:7#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557224062;DISK:7169952.43;PPT:63.4;NET:7#\n'
48:48:0.0:b'password#STA:TxTest;TM:1557224083;SQ:15.;NET:1#\n'
48:48:0.0:b'password#STA:TxTest;TM:1557224084;SQ:15.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224138;DISK:7170228.43;PPT:58.5;SQ:15.;NET:2#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224157;DISK:7170224.43;PPT:59.1;SQ:15.;NET:3#\n'
48:48:0.0:b'password#STA:TxTest;TM:1557224186;SQ:15.;NET:4#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224207;DISK:7170204.43;PPT:58.5;SQ:14.;NET:10#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557224209;SQ:15.;NET:10#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224264;DISK:7170192.43;PPT:58.;SQ:15.;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224296;DISK:7170180.43;PPT:57.5;SQ:15.;NET:11#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557224296;SQ:15.;NET:30#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557224354;NET:40#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224376;DISK:7170164.43;PPT:58.;SQ:15.;NET:31#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224405;DISK:7170152.43;PPT:57.5;SQ:15.;NET:21#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557224426;NET:31#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224456;DISK:7170140.43;PPT:58.;SQ:15.;NET:22#\n'
126:126:0.0:b'password#STA:TxTest;TM:1557224477;DISK:7170132.43;PPT:58.;SQ:15.;NET:12#\n[24115.511035] Under-voltage detected! (0x00050005)\r\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224509;DISK:7170124.43;PPT:56.9;SQ:15.;NET:32#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224537;DISK:7170120.43;PPT:58.5;SQ:16.;NET:42#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224558;DISK:7170116.43;PPT:58.;SQ:16.;NET:42#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557224579;NET:13#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557224608;SQ:16.;NET:23#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224629;DISK:7170088.43;PPT:58.;SQ:15.;NET:33#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224658;DISK:7170080.43;PPT:57.5;SQ:15.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224682;DISK:7170072.43;PPT:57.5;SQ:15.;NET:24#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557224681;SQ:15.;NET:14#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224731;DISK:7170056.43;PPT:58.;SQ:15.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224753;DISK:7170040.43;PPT:58.5;SQ:15.;NET:24#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224774;DISK:7170036.43;PPT:58.;SQ:15.;NET:44#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224797;DISK:7170032.43;PPT:58.;SQ:15.;NET:15#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557224824;SQ:15.;NET:25#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224847;DISK:7170012.43;PPT:58.;SQ:15.;NET:45#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557224847;SQ:15.;NET:16#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224897;DISK:7169996.43;PPT:58.5;SQ:15.;NET:26#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557224918;DISK:7169988.43;PPT:58.;SQ:15.;NET:26#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557224939;NET:36#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557224969;NET:46#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557224991;DISK:7169972.43;PPT:57.5;SQ:14.;NET:17#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557225019;DISK:7169960.43;PPT:57.5;SQ:15.;NET:27#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557225040;NET:37#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557225070;DISK:7169944.43;PPT:58.;SQ:15.;NET:47#\n'
93:93:0.0:b'AT+CIPSEND\npassword#STA:TxTest;TM:1557225151;NET:1#\npassword#STA:TxTest;TM:1557225151;NET:1#\n'
93:93:0.0:b'AT+CIPSEND\npassword#STA:TxTest;TM:1557226884;NET:2#\npassword#STA:TxTest;TM:1557226884;NET:2#\n'
93:93:0.0:b'AT+CIPSEND\npassword#STA:TxTest;TM:1557226921;NET:3#\npassword#STA:TxTest;TM:1557226921;NET:3#\n'
93:93:0.0:b'AT+CIPSEND\npassword#STA:TxTest;TM:1557226975;NET:4#\npassword#STA:TxTest;TM:1557226975;NET:4#\n'
95:95:0.0:b'AT+CIPSEND\npassword#STA:TxTest;TM:1557227014;NET:10#\npassword#STA:TxTest;TM:1557227014;NET:10#\n'
92:92:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227068;NET:20#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227127;DISK:7169820.43;PPT:56.9;SQ:15.;NET:30#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227190;DISK:7169800.43;PPT:56.4;SQ:14.;NET:40#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227251;DISK:7169788.43;PPT:56.9;SQ:14.;NET:11#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227327;DISK:7169776.43;PPT:56.9;SQ:14.;NET:21#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227387;DISK:7169760.43;PPT:56.9;SQ:15.;NET:31#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227450;DISK:7169744.43;PPT:56.4;SQ:14.;NET:41#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227511;DISK:7169736.43;PPT:56.9;SQ:15.;NET:12#\nAT+CIPSEND\n'
123:123:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227587;DISK:7169720.43;PPT:58.;SQ:14.;NET:22#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227647;DISK:7169704.43;PPT:57.5;SQ:15.;NET:32#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227725;DISK:7169692.43;PPT:57.5;SQ:14.;NET:42#\nAT+CIPSEND\n'
124:124:0.0:b'AT+CIPSTART="TCP","kwhstg.org","11003"\npassword#STA:TxTest;TM:1557227765;DISK:7169680.43;PPT:56.4;SQ:15.;NET:13#\nAT+CIPSEND\n'
143:143:0.0:b'AT+CGDCONT=1,"IP","wholesale"\npassword#STA:TxTest;TM:1557227819;DISK:7169660.43;PPT:55.8;SQ:15.;NET:23#\nAT+CIPSTART="TCP","kwhstg.org","11003"\n'
117:117:0.0:b'AT+CGDCONT=1,"IP","wholesale"\npassword#STA:TxTest;TM:1557227932;DISK:7169636.43;PPT:56.9;SQ:15.;NET:43#\nAT+CIPHEAD=1\n'
92:92:0.0:b'AT+CIICR\npassword#STA:TxTest;TM:1557227993;DISK:7169616.43;PPT:56.9;SQ:15.;NET:14#\nAT+CIFSR\n'
114:114:0.0:b'AT+CREG=4\npassword#STA:TxTest;TM:1557228069;DISK:7169604.43;PPT:56.9;SQ:15.;NET:24#\nAT+CGDCONT=1,"IP","wholesale"\n'
117:117:0.0:b'AT+CGDCONT=1,"IP","wholesale"\npassword#STA:TxTest;TM:1557228229;DISK:7169572.43;PPT:56.4;SQ:15.;NET:44#\nAT+CIPHEAD=1\n'
92:92:0.0:b'AT+CIICR\npassword#STA:TxTest;TM:1557228291;DISK:7169560.43;PPT:56.4;SQ:15.;NET:15#\nAT+CIFSR\n'
114:114:0.0:b'AT+CREG=5\npassword#STA:TxTest;TM:1557228366;DISK:7169544.43;PPT:56.9;SQ:15.;NET:25#\nAT+CGDCONT=1,"IP","wholesale"\n'
117:117:0.0:b'AT+CGDCONT=1,"IP","wholesale"\npassword#STA:TxTest;TM:1557228527;DISK:7169508.43;PPT:55.8;SQ:15.;NET:45#\nAT+CIPHEAD=1\n'
92:92:0.0:b'AT+CIICR\npassword#STA:TxTest;TM:1557228588;DISK:7169500.43;PPT:56.9;SQ:15.;NET:16#\nAT+CIFSR\n'
167:167:0.0:b'[28325.431058] Under-voltage detected! (0x00050005)\r\nAT+CREG=6\npassword#STA:TxTest;TM:1557228664;DISK:7169484.43;PPT:56.9;SQ:15.;NET:26#\nAT+CGDCONT=1,"IP","wholesale"\n'
117:117:0.0:b'AT+CGDCONT=1,"IP","wholesale"\npassword#STA:TxTest;TM:1557228802;DISK:7169452.43;PPT:55.8;SQ:14.;NET:46#\nAT+CIPHEAD=1\n'
92:92:0.0:b'AT+CIICR\npassword#STA:TxTest;TM:1557228864;DISK:7169440.43;PPT:55.8;SQ:14.;NET:17#\nAT+CIFSR\n'
114:114:0.0:b'AT+CREG=7\npassword#STA:TxTest;TM:1557228940;DISK:7169424.43;PPT:57.5;SQ:15.;NET:27#\nAT+CGDCONT=1,"IP","wholesale"\n'
117:117:0.0:b'AT+CGDCONT=1,"IP","wholesale"\npassword#STA:TxTest;TM:1557229100;DISK:7169388.43;PPT:56.9;SQ:14.;NET:47#\nAT+CIPHEAD=1\n'
66:66:0.0:b'password#STA:TxTest;TM:1557229187;DISK:7169052.43;PPT:60.7;NET:7#\n'
66:66:0.0:b'password#STA:TxTest;TM:1557229195;DISK:7169056.43;PPT:60.1;NET:7#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229213;DISK:7169356.43;PPT:59.6;SQ:15.;NET:1#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229239;DISK:7169344.43;PPT:58.5;SQ:15.;NET:2#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557229289;DISK:7169332.43;PPT:58.;SQ:15.;NET:1#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557229289;DISK:7169332.43;PPT:58.;SQ:15.;NET:4#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557229315;SQ:15.;NET:10#\n'
72:72:0.0:b'password#STA:TxTest;TM:1557229402;DISK:7169308.43;PPT:58.;SQ:15.;NET:3#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557229362;SQ:15.;NET:20#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557229450;SQ:15.;NET:10#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557229479;SQ:16.;NET:20#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557229500;NET:30#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229533;DISK:7169272.43;PPT:56.4;SQ:15.;NET:11#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557229532;SQ:15.;NET:21#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229581;DISK:7169256.43;PPT:57.5;SQ:15.;NET:31#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229611;DISK:7169252.43;PPT:58.;SQ:15.;NET:31#\n'
49:49:0.0:b'password#STA:TxTest;TM:1557229639;SQ:14.;NET:41#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229661;DISK:7169240.43;PPT:58.;SQ:15.;NET:12#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229690;DISK:7169228.43;PPT:57.5;SQ:14.;NET:22#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229710;DISK:7169220.43;PPT:56.9;SQ:14.;NET:32#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229739;DISK:7169216.43;PPT:58.;SQ:15.;NET:32#\n'
42:42:0.0:b'password#STA:TxTest;TM:1557229768;NET:42#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229790;DISK:7169204.43;PPT:57.5;SQ:15.;NET:13#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229818;DISK:7169192.43;PPT:56.9;SQ:15.;NET:23#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229839;DISK:7169184.43;PPT:58.;SQ:15.;NET:23#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229858;DISK:7169180.43;PPT:58.;SQ:15.;NET:33#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229888;DISK:7169168.43;PPT:58.;SQ:14.;NET:43#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229912;DISK:7169160.43;PPT:56.9;SQ:15.;NET:24#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229932;DISK:7169156.43;PPT:57.5;SQ:15.;NET:34#\n'
73:73:0.0:b'password#STA:TxTest;TM:1557229962;DISK:7169144.43;PPT:58.;SQ:15.;NET:34#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229991;DISK:7169136.43;PPT:56.9;SQ:15.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557229991;DISK:7169136.43;PPT:56.9;SQ:15.;NET:44#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557230039;DISK:7169120.43;PPT:56.9;SQ:15.;NET:15#\n'
74:74:0.0:b'password#STA:TxTest;TM:1557230068;DISK:7169108.43;PPT:56.4;SQ:15.;NET:35#\n'
